"x","y"
2997,141
2998,131
2999,48
3000,56
3001,69
3002,160
3003,88
3004,55
3005,128
3006,98
3007,160
3008,49
3009,262
3010,145
3011,113
3012,86
3013,48
3014,72
3015,46
3016,55
3017,53
3018,58
3019,61
3020,55
3021,68
3022,47
3023,172
3024,219
3025,1
3026,40
3027,38
3028,44
3029,28
3030,60
3031,60
3032,40
3033,61
3034,50
3035,50
3036,49
3037,39
3038,1
3039,45
3040,38
3041,1
3042,50
3043,54
3044,50
3045,46
3046,191
3047,354
3048,40
3049,37
3050,48
3051,42
3052,51
3053,74
3054,46
3055,88
3056,51
3057,61
3058,44
3059,39
3060,172
3061,138
3062,138
3063,42
3064,70
3065,52
3066,47
3067,48
3068,56
3069,97
3070,90
3071,93
3072,174
3073,69
3074,52
3075,167
3076,88
3077,58
3078,49
3079,48
3080,50
3081,52
3082,70
3083,65
3084,172
3085,132
3086,59
3087,52
3088,140
3089,82
3090,287
3091,150
3092,57
3093,58
3094,94
3095,69
3096,241
3097,46
3098,58
3099,1
3100,43
3101,52
3102,35
3103,51
3104,41
3105,37
3106,50
3107,301
3108,45
3109,138
3110,78
3111,60
3112,110
3113,51
3114,51
3115,180
3116,59
3117,62
3118,46
3119,172
3120,174
3121,121
3122,204
3123,62
3124,241
3125,1
3126,46
3127,57
3128,37
3129,22
3130,48
3131,138
3132,50
3133,53
3134,90
3135,148
3136,108
3137,62
3138,107
3139,70
3140,169
3141,76
3142,96
3143,52
3144,28
3145,38
3146,45
3147,59
3148,73
3149,26
3150,44
3151,46
3152,41
3153,45
3154,60
3155,40
3156,39
3157,1
3158,128
3159,49
3160,40
3161,49
3162,52
3163,39
3164,45
3165,53
3166,40
3167,49
3168,48
3169,46
3170,52
3171,47
3172,46
3173,47
3174,74
3175,174
3176,80
3177,98
3178,354
3179,188
3180,69
3181,67
3182,88
3183,105
3184,246
3185,76
3186,45
3187,78
3188,49
3189,268
3190,114
3191,49
3192,36
3193,134
3194,141
3195,137
3196,84
3197,111
3198,62
3199,40
3200,104
3201,207
3202,301
3203,61
3204,57
3205,102
3206,63
3207,152
3208,121
3209,138
3210,67
3211,169
3212,63
3213,114
3214,211
3215,57
3216,42
3217,48
3218,42
3219,52
3220,49
3221,45
3222,44
3223,51
3224,1
3225,46
3226,40
3227,46
3228,49
3229,65
3230,62
3231,35
3232,1
3233,43
3234,37
3235,43
3236,231
3237,165
3238,402
3239,524
3240,256
3241,147
3242,112
3243,548
3244,231
3245,1
3246,115
3247,114
3248,107
3249,143
3250,53
3251,110
3252,430
3253,84
3254,52
3255,201
3256,182
3257,56
3258,61
3259,46
3260,58
3261,1
3262,61
3263,52
3264,49
3265,39
3266,52
3267,1
3268,42
3269,40
3270,46
3271,46
3272,42
3273,53
3274,96
3275,158
3276,59
3277,71
3278,49
3279,42
3280,46
3281,50
3282,38
3283,49
3284,53
3285,41
3286,51
3287,36
3288,1
3289,59
3290,46
3291,37
3292,47
3293,43
3294,41
3295,236
3296,44
3297,40
3298,42
3299,42
3300,204
3301,85
3302,89
3303,107
3304,167
3305,77
3306,188
3307,188
3308,389
3309,1
3310,389
3311,85
3312,112
3313,92
3314,84
3315,86
3316,147
3317,548
3318,98
3319,47
3320,927
3321,65
3322,67
3323,83
3324,82
3325,182
3326,88
3327,48
3328,56
3329,50
3330,48
3331,54
3332,57
3333,51
3334,69
3335,44
3336,50
3337,51
3338,48
3339,58
3340,54
3341,55
3342,45
3343,44
3344,54
3345,236
3346,152
3347,141
3348,67
3349,150
3350,197
3351,58
3352,147
3353,294
3354,124
3355,58
3356,79
3357,126
3358,111
3359,430
3360,112
3361,430
3362,241
3363,262
3364,90
3365,55
3366,113
3367,51
3368,46
3369,57
3370,86
3371,86
3372,132
3373,31
3374,121
3375,194
3376,100
3377,134
3378,115
3379,106
3380,126
3381,51
3382,46
3383,26
3384,79
3385,92
3386,46
3387,1
3388,53
3389,52
3390,37
3391,44
3392,49
3393,44
3394,39
3395,43
3396,44
3397,42
3398,105
3399,44
3400,44
3401,45
3402,49
3403,44
3404,174
3405,106
3406,41
3407,50
3408,34
3409,45
3410,45
3411,40
3412,49
3413,49
3414,169
3415,57
3416,55
3417,256
3418,95
3419,79
3420,104
3421,154
3422,78
3423,147
3424,69
3425,56
3426,56
3427,46
3428,53
3429,117
3430,74
3431,215
3432,174
3433,147
3434,51
3435,46
3436,48
3437,49
3438,52
3439,53
3440,301
3441,44
3442,335
3443,165
3444,62
3445,430
3446,91
3447,215
3448,62
3449,246
3450,75
3451,62
3452,64
3453,63
3454,59
3455,58
3456,81
3457,49
3458,61
3459,54
3460,69
3461,51
3462,50
3463,50
3464,48
3465,47
3466,50
3467,48
3468,52
3469,65
3470,46
3471,53
3472,55
3473,47
3474,48
3475,47
3476,53
3477,47
3478,52
3479,53
3480,50
3481,51
3482,58
3483,54
3484,141
3485,309
3486,59
3487,67
3488,77
3489,241
3490,63
3491,89
3492,59
3493,143
3494,123
3495,59
3496,204
3497,117
3498,65
3499,126
3500,61
3501,77
3502,26
3503,78
3504,177
3505,236
3506,76
3507,100
3508,78
3509,64
3510,53
3511,56
3512,47
3513,68
3514,50
3515,60
3516,42
3517,110
3518,51
3519,56
3520,49
3521,56
3522,52
3523,43
3524,56
3525,50
3526,44
3527,51
3528,49
3529,52
3530,46
3531,111
3532,41
3533,44
3534,42
3535,182
3536,670
3537,77
3538,262
3539,502
3540,104
3541,53
3542,169
3543,256
3544,65
3545,227
3546,268
3547,227
3548,143
3549,430
3550,180
3551,191
3552,58
3553,84
3554,211
3555,58
3556,52
3557,60
3558,50
3559,45
3560,49
3561,27
3562,86
3563,62
3564,60
3565,204
3566,77
3567,162
3568,88
3569,124
3570,402
3571,376
3572,376
3573,68
3574,50
3575,47
3576,43
3577,42
3578,52
3579,42
3580,44
3581,46
3582,48
3583,47
3584,51
3585,54
3586,41
3587,49
3588,47
3589,50
3590,51
3591,53
3592,52
3593,40
3594,50
3595,42
3596,51
3597,40
3598,143
3599,317
3600,80
3601,165
3602,108
3603,231
3604,215
3605,85
3606,317
3607,191
3608,219
3609,71
3610,98
3611,45
3612,56
3613,207
3614,131
3615,119
3616,108
3617,294
3618,670
3619,145
3620,241
3621,219
3622,52
3623,48
3624,241
3625,48
3626,60
3627,197
3628,1
3629,66
3630,65
3631,53
3632,94
3633,73
3634,40
3635,39
3636,48
3637,57
3638,57
3639,43
3640,43
3641,39
3642,45
3643,51
3644,48
3645,39
3646,44
3647,41
3648,41
3649,46
3650,54
3651,46
3652,50
3653,42
3654,50
3655,36
3656,35
3657,43
3658,47
3659,48
3660,50
3661,111
3662,174
3663,70
3664,55
3665,55
3666,45
3667,57
3668,287
3669,77
3670,86
3671,207
3672,301
3673,158
3674,100
3675,110
3676,120
3677,141
3678,45
3679,41
3680,65
3681,185
3682,207
3683,150
3684,201
3685,69
3686,344
3687,64
3688,48
3689,43
3690,43
3691,48
3692,38
3693,39
3694,50
3695,46
3696,39
3697,43
3698,50
3699,47
3700,45
3701,40
3702,40
3703,39
3704,39
3705,48
3706,57
3707,41
3708,36
3709,1
3710,41
3711,43
3712,47
3713,39
3714,31
3715,39
3716,125
3717,80
3718,70
3719,46
3720,301
